date,open,high,low,close,volume,amount
2020-09-15,3298.55,3338.35,3282.66,3336.59,46.41,483.77
2020-09-16,3333.63,3338.34,3314.6,3325.44,44.49,459.5
2020-09-17,3326.45,3367.38,3320.93,3349.68,44.32,509.08
2020-09-18,3348.79,3401.53,3348.79,3394.55,45.41,528.43
2020-09-21,3406.12,3410.73,3381.79,3392.43,39.63,474.18
2020-09-22,3361.55,3368.67,3312.84,3318.28,39.56,449.74
2020-09-23,3333.84,3339.21,3303.37,3331.06,37.59,441.33
2020-09-24,3308.89,3309.07,3247.65,3247.65,40.55,446.16
2020-09-25,3267.39,3267.4,3217.34,3229.1,29.22,341.53
2020-09-28,3237.24,3241.67,3193.27,3194.07,28.29,328.47
2020-09-29,3216.23,3250.35,3207.62,3236.93,29.16,358.75
2020-09-30,3244.8,3244.8,3196.4,3215.8,29.09,342.55
2020-10-09,3277.39,3339.21,3275.91,3336.51,37.82,485.88
2020-10-12,3360.05,3447.29,3359.34,3447.29,49.9,649.92
2020-10-13,3446.86,3487.63,3427.53,3482.75,43.53,565.93
2020-10-14,3479.86,3494.73,3474.98,3490.04,46.12,607.64
2020-10-15,3497.57,3499.2,3464.12,3465.73,42.85,553.8
2020-10-16,3464.82,3471.35,3419.09,3442.93,38.58,483.92
2020-10-19,3468.69,3475.93,3418.93,3429.16,40.28,492.23
2020-10-20,3421.95,3465.22,3410.76,3465.22,35.4,449.12
2020-10-21,3467.7,3467.71,3403.36,3411.13,36.55,466.73
2020-10-22,3406.45,3406.71,3360.54,3388.69,36.34,459.64
2020-10-23,3389.98,3413.07,3333.29,3343.25,35.61,462.78
2020-10-26,3333.09,3345.33,3284.06,3340.09,30.24,386.71
2020-10-27,3324.52,3352.76,3321.22,3352.5,34.52,443.68
2020-10-28,3361.99,3415.93,3355.49,3411.35,41.33,544.47
2020-10-29,3368.68,3396.58,3362.83,3375.89,42.03,535.5
2020-10-30,3380.53,3380.67,3298.01,3304.31,46.25,553.09
2020-11-02,3304.24,3344.63,3286.31,3341.42,40.49,487.94
2020-11-03,3357.71,3385.14,3346.81,3385.14,39.15,474.54
2020-11-04,3380.71,3402.51,3367.32,3396.62,38.14,456.42
2020-11-05,3425.21,3476.13,3424.68,3476.13,45.57,568.19
2020-11-06,3488.58,3488.58,3431.29,3453.57,44.31,585.45
2020-11-09,3480.27,3537.41,3480.19,3523.09,53.08,692.34
2020-11-10,3539.7,3567.07,3526.81,3546.74,54.57,700.37
2020-11-11,3536.5,3583.93,3532.63,3536.62,54.57,669.71
2020-11-12,3540.87,3577.93,3536.27,3577.93,49.69,606.57
2020-11-13,3568.79,3588.16,3540.45,3576.76,51.38,632.85
2020-11-16,3592.86,3672.03,3585.5,3672.03,65.11,780.75
2020-11-17,3666.22,3669.75,3604.38,3631.55,58.64,727.77
2020-11-18,3622.09,3656.89,3615.31,3646.12,64.23,761.13
2020-11-19,3635.5,3636.74,3598.49,3632.53,60.44,710.61
2020-11-20,3624.58,3657.41,3619.77,3652.63,54.07,623.76
2020-11-23,3668.5,3744.73,3661.27,3707.39,75.96,866.35
2020-11-24,3700.34,3712.0,3676.38,3712.0,59.59,718.17
2020-11-25,3728.89,3730.74,3630.07,3630.07,65.4,739.34
2020-11-26,3623.4,3627.29,3546.62,3589.13,50.31,613.01
2020-11-27,3596.31,3596.4,3540.64,3587.3,43.85,532.0
2020-11-30,3587.31,3605.93,3556.17,3556.83,49.65,597.29
2020-12-01,3552.34,3604.45,3544.32,3602.16,46.9,569.12
2020-12-02,3602.54,3612.29,3579.22,3606.75,46.87,579.32
2020-12-03,3609.25,3609.36,3569.27,3576.8,43.5,516.29
2020-12-04,3575.88,3606.3,3564.42,3602.47,42.5,495.9
2020-12-07,3601.54,3613.33,3586.17,3591.57,39.5,475.02
2020-12-08,3589.96,3613.36,3589.96,3600.85,36.11,470.5
2020-12-09,3605.26,3613.19,3549.75,3551.11,42.04,497.28
2020-12-10,3539.73,3572.84,3520.35,3547.88,37.22,441.98
2020-12-11,3552.81,3570.63,3476.28,3507.76,44.05,502.84
2020-12-14,3507.16,3538.22,3490.17,3534.96,38.57,464.68
2020-12-15,3532.67,3545.98,3507.99,3543.16,35.78,424.41
2020-12-16,3539.74,3548.82,3523.43,3528.8,38.8,463.14
2020-12-17,3525.3,3568.65,3498.17,3568.65,40.58,475.91
2020-12-18,3570.37,3608.23,3561.02,3572.9,38.12,486.21
2020-12-21,3573.55,3646.18,3573.53,3646.08,42.07,544.88
2020-12-22,3628.68,3644.15,3553.45,3557.44,47.15,578.36
2020-12-23,3557.3,3592.78,3542.8,3571.99,40.89,517.93
2020-12-24,3571.9,3571.93,3537.0,3548.19,40.4,482.34
2020-12-25,3543.82,3626.02,3533.71,3623.95,38.13,475.78
2020-12-28,3628.05,3628.05,3582.38,3596.14,47.2,565.27
2020-12-29,3595.28,3596.39,3558.11,3564.63,49.99,516.16
2020-12-30,3565.83,3602.91,3565.83,3600.04,46.51,494.71
2020-12-31,3598.63,3649.16,3596.85,3649.16,44.11,517.74
2021-01-04,3668.75,3744.0,3656.66,3739.94,51.9,657.06
2021-01-05,3731.76,3816.22,3718.45,3812.0,51.66,682.19
2021-01-06,3828.18,3849.82,3775.53,3814.63,54.64,762.52
2021-01-07,3837.82,3890.09,3831.28,3864.28,57.38,818.18
2021-01-08,3867.74,3875.86,3801.02,3854.73,50.91,712.36
2021-01-11,3841.39,3862.36,3771.32,3793.05,55.14,768.35
2021-01-12,3771.16,3857.66,3769.18,3854.07,47.49,706.88
2021-01-13,3867.59,3902.21,3799.86,3832.98,51.96,742.72
2021-01-14,3808.24,3838.53,3761.04,3785.18,46.9,632.57
2021-01-15,3779.75,3827.68,3746.42,3823.44,47.26,642.92
2021-01-18,3827.06,3944.99,3826.97,3941.68,53.77,743.69
2021-01-19,3939.28,3984.65,3902.45,3919.35,61.04,795.79
2021-01-20,3923.37,3981.55,3917.79,3981.55,53.16,699.11
2021-01-21,3986.27,4079.63,3983.91,4052.51,62.28,788.57
2021-01-22,4044.01,4082.96,4037.85,4078.79,58.29,760.6
2021-01-25,4084.65,4144.16,4061.37,4087.69,63.23,874.37
2021-01-26,4066.68,4079.09,3995.51,4019.25,52.04,747.93
2021-01-27,4021.68,4056.79,3964.33,4039.5,53.37,721.32
2021-01-28,3982.47,4010.1,3909.28,3914.97,59.19,742.11
2021-01-29,3945.88,3969.05,3833.72,3891.83,58.29,738.5
2021-02-01,3895.67,4031.62,3892.36,4031.43,57.23,751.83
2021-02-02,4049.84,4108.21,3999.65,4106.16,55.85,771.66
2021-02-03,4103.65,4153.47,4085.41,4094.28,61.71,822.65
2021-02-04,4087.67,4143.76,4021.89,4071.66,60.63,811.09
2021-02-05,4087.77,4097.59,3910.67,3910.67,55.78,778.85
2021-02-08,3923.58,4058.29,3899.57,4048.27,51.62,683.03
2021-02-09,4078.88,4206.6,4078.49,4206.13,52.47,741.21
2021-02-10,4209.94,4282.29,4194.63,4275.06,52.39,709.39
2021-02-18,4425.6,4449.69,4318.23,4361.52,75.92,985.36
2021-02-19,4336.95,4383.41,4197.36,4332.56,74.79,951.39
2021-02-22,4377.46,4455.48,4365.24,4365.24,101.81,1208.12
2021-02-23,4341.36,4367.25,4283.09,4305.42,87.8,1002.01
2021-02-24,4306.09,4328.89,4150.06,4180.87,84.15,1014.86
2021-02-25,4258.91,4266.84,4143.35,4151.02,73.01,840.87
2021-02-26,4049.64,4122.18,4032.95,4058.78,67.64,782.62
2021-03-01,4095.82,4183.69,4095.7,4181.4,72.77,803.7
2021-03-02,4194.63,4194.66,4061.6,4095.33,70.8,797.87
2021-03-03,4089.45,4151.81,4083.52,4146.53,68.92,725.43
2021-03-04,4115.44,4123.94,3987.05,4006.14,69.28,801.3
2021-03-05,3960.74,4019.69,3941.61,3989.91,64.9,698.28
2021-03-08,4047.25,4097.72,3915.07,3915.26,69.32,787.79
2021-03-09,3887.72,3899.02,3748.47,3788.62,72.66,789.14
2021-03-10,3844.86,3848.28,3774.19,3796.29,52.32,598.41
2021-03-11,3812.61,3896.87,3796.65,3896.62,53.71,594.86
2021-03-12,3924.88,3940.38,3881.59,3939.55,55.57,617.01
2021-03-15,3930.6,3953.51,3852.01,3896.0,55.51,599.97
2021-03-16,3902.64,3924.19,3862.68,3924.19,52.65,557.03
2021-03-17,3913.02,3966.93,3863.16,3962.78,47.89,540.63
2021-03-18,3973.5,4051.99,3965.93,4026.19,60.44,681.93
2021-03-19,3947.0,3973.13,3892.68,3913.58,59.88,665.65
2021-03-22,3913.9,3962.41,3879.66,3920.62,51.98,604.47
2021-03-23,3923.67,3923.79,3769.54,3797.88,58.02,696.23
2021-03-24,3763.54,3771.6,3662.21,3668.66,50.63,624.62
2021-03-25,3662.92,3742.66,3661.78,3718.35,39.66,479.07
2021-03-26,3726.2,3785.76,3711.99,3779.54,39.41,482.83
2021-03-29,3793.69,3845.29,3765.26,3818.09,42.68,508.2
2021-03-30,3814.07,3850.4,3792.56,3838.41,44.75,512.3
2021-03-31,3832.11,3832.18,3764.19,3795.36,38.81,448.48
2021-04-01,3807.05,3839.82,3797.68,3837.34,40.49,453.9
2021-04-02,3848.16,3869.25,3825.82,3855.23,41.89,481.02
2021-04-06,3866.29,3873.95,3845.19,3870.98,43.13,488.99
2021-04-07,3885.4,3888.34,3841.31,3886.2,53.39,565.44
2021-04-08,3879.28,3913.61,3862.61,3895.69,53.3,573.73
2021-04-09,3895.31,3895.58,3843.81,3860.32,48.44,526.11
2021-04-12,3864.36,3864.36,3724.44,3737.39,55.02,658.37
2021-04-13,3732.69,3780.32,3728.24,3740.3,42.48,483.46
2021-04-14,3741.9,3803.73,3741.64,3796.48,39.68,463.87
2021-04-15,3799.35,3799.47,3754.15,3795.04,39.46,424.07
2021-04-16,3799.52,3810.6,3776.41,3807.36,44.24,464.57
2021-04-19,3808.86,3908.58,3790.14,3903.47,48.31,577.71
2021-04-20,3896.24,3942.78,3896.24,3918.67,45.23,564.71
2021-04-21,3892.83,3926.2,3867.84,3917.13,42.48,482.58
2021-04-22,3937.62,3940.17,3901.26,3919.56,40.72,476.46
2021-04-23,3919.65,3943.01,3905.38,3936.99,41.87,505.62
2021-04-26,3942.13,4016.96,3937.3,3945.39,51.03,654.93
2021-04-27,3939.48,3946.74,3888.51,3925.72,41.55,513.18
2021-04-28,3921.61,3962.32,3892.32,3962.32,43.99,537.03
2021-04-29,3953.16,3953.84,3913.42,3941.8,48.88,565.47
2021-04-30,3933.33,3949.74,3905.26,3933.82,49.51,580.07
2021-05-06,3937.32,3990.36,3917.71,3972.1,54.21,617.43
2021-05-07,3981.08,4037.9,3973.8,3982.18,61.77,689.55
2021-05-10,3998.81,4007.09,3955.96,3977.63,63.33,689.34
2021-05-11,3942.81,3942.93,3841.89,3908.98,56.22,619.83
2021-05-12,3887.17,3966.22,3879.33,3961.18,59.31,587.45
2021-05-13,3928.88,3940.64,3884.2,3891.36,59.78,625.56
2021-05-14,3900.32,3928.49,3860.09,3928.2,53.13,571.5
2021-05-17,3919.11,4001.74,3919.11,3983.22,49.85,615.08
2021-05-18,3991.01,4009.64,3983.16,4009.05,43.73,512.9
2021-05-19,4001.32,4027.73,3979.98,4019.66,44.72,562.8
2021-05-20,3988.4,3996.12,3943.91,3973.12,52.41,622.85
2021-05-21,3983.32,3987.89,3939.09,3953.83,38.53,492.15
2021-05-24,3964.22,3979.34,3942.22,3976.03,43.27,501.29
2021-05-25,3984.28,4053.8,3981.11,4052.87,50.08,611.94
2021-05-26,4069.36,4106.12,4069.35,4095.7,57.25,659.14
2021-05-27,4092.27,4146.41,4088.85,4146.41,58.16,724.5
2021-05-28,4158.52,4208.5,4135.96,4150.51,59.32,768.7
2021-05-31,4158.8,4206.42,4151.84,4206.42,58.41,791.61
2021-06-01,4200.09,4280.3,4154.46,4278.91,68.74,894.26
2021-06-02,4286.09,4309.93,4241.6,4264.61,69.76,867.39
2021-06-03,4259.9,4301.03,4233.13,4240.5,65.54,808.51
2021-06-04,4225.59,4303.84,4223.51,4281.53,63.32,795.85
2021-06-07,4301.33,4331.36,4278.48,4311.9,63.24,807.26
2021-06-08,4309.76,4338.45,4228.38,4253.69,65.63,800.55
2021-06-09,4252.49,4325.47,4249.47,4309.47,73.99,830.06
2021-06-10,4302.77,4349.47,4288.52,4343.64,68.79,838.74
2021-06-11,4340.73,4346.7,4308.56,4317.39,71.54,891.58
2021-06-15,4328.13,4342.99,4266.32,4271.1,58.19,734.99
2021-06-16,4270.96,4271.02,4151.55,4154.61,55.58,710.34
2021-06-17,4137.34,4175.77,4134.65,4167.87,48.19,619.55
2021-06-18,4166.48,4189.75,4140.62,4183.88,53.63,723.76
2021-06-21,4178.27,4218.36,4166.01,4198.34,51.26,683.57
2021-06-22,4216.5,4260.57,4208.18,4244.39,55.71,713.7
2021-06-23,4264.55,4294.92,4239.89,4286.61,52.82,767.05
2021-06-24,4294.86,4295.9,4250.75,4272.06,51.91,702.88
2021-06-25,4281.85,4373.74,4281.79,4368.15,62.32,840.38
2021-06-28,4381.49,4399.1,4366.05,4394.36,58.05,808.61
2021-06-29,4398.48,4429.54,4383.13,4395.05,57.04,801.79
2021-06-30,4405.63,4436.82,4391.53,4432.35,52.34,766.63
2021-07-01,4448.94,4448.94,4348.13,4351.69,54.13,790.92
2021-07-02,4327.66,4340.1,4296.84,4305.78,47.66,738.15
2021-07-05,4325.42,4387.56,4320.38,4387.56,53.38,829.46
2021-07-06,4406.62,4491.24,4386.46,4451.38,66.62,1023.64
2021-07-07,4403.7,4522.81,4391.88,4522.1,67.22,982.62
2021-07-08,4527.74,4565.67,4498.95,4506.39,71.59,1038.84
2021-07-09,4494.05,4617.19,4458.53,4604.6,74.68,1112.87
2021-07-12,4658.2,4758.45,4657.42,4735.16,84.48,1318.36
2021-07-13,4730.21,4762.92,4695.24,4760.52,73.53,1157.83
2021-07-14,4742.57,4782.44,4691.74,4700.87,77.87,1219.66
2021-07-15,4682.98,4774.38,4677.29,4772.07,80.29,1200.32
2021-07-16,4771.57,4825.01,4736.77,4752.84,84.55,1251.42
2021-07-19,4755.82,4771.72,4667.98,4682.07,79.3,1196.04
2021-07-20,4624.98,4684.46,4600.95,4684.46,66.84,973.86
2021-07-21,4718.36,4810.53,4718.26,4794.14,70.09,1106.74
2021-07-22,4816.84,4880.26,4790.95,4880.26,85.53,1310.06
2021-07-23,4890.8,4927.63,4815.82,4825.96,88.28,1335.3
2021-07-26,4827.9,4847.72,4668.52,4772.17,81.89,1203.89
2021-07-27,4786.56,4842.69,4594.94,4594.94,89.14,1342.33
2021-07-28,4539.15,4578.07,4412.46,4511.38,78.79,1126.08
2021-07-29,4603.93,4697.57,4581.22,4690.04,70.58,1114.22
2021-07-30,4687.48,4719.35,4605.82,4659.64,69.42,1118.75
2021-08-02,4664.64,4814.98,4662.25,4814.98,77.28,1322.14
2021-08-03,4807.35,4826.75,4748.89,4769.08,71.8,1183.55
2021-08-04,4745.27,4898.53,4745.2,4898.53,67.25,1167.11
2021-08-05,4881.61,4881.61,4811.49,4838.3,70.01,1174.09
2021-08-09,4869.19,4918.34,4825.84,4904.35,71.1,1138.71
2021-08-10,4885.47,4924.26,4809.7,4863.06,73.63,1176.15
2021-08-11,4860.8,4912.19,4848.14,4898.45,83.07,1282.7
2021-08-12,4888.98,4987.03,4862.93,4982.72,88.43,1405.42
2021-08-13,4974.99,5106.04,4967.7,5061.56,94.97,1600.45
2021-08-16,5067.93,5072.91,4958.02,4975.9,93.13,1498.13
2021-08-17,4961.39,4983.17,4820.33,4837.11,90.45,1335.39
2021-08-18,4845.15,4941.81,4838.72,4892.31,83.37,1226.12
2021-08-19,4873.88,4921.88,4768.07,4889.19,80.14,1297.99
2021-08-20,4862.48,4914.65,4800.23,4909.56,70.84,1262.41
2021-08-23,4934.14,5048.53,4934.14,5029.26,83.78,1455.88
2021-08-24,5039.94,5108.18,5034.64,5091.82,86.69,1480.97
2021-08-25,5090.6,5138.97,5010.2,5138.97,85.7,1484.11
2021-08-26,5128.16,5165.99,5104.75,5105.61,101.91,1619.63
2021-08-27,5076.74,5180.41,5055.66,5176.69,101.86,1579.32
2021-08-30,5198.74,5313.82,5184.67,5229.33,116.86,1919.25
2021-08-31,5223.76,5240.33,5151.12,5240.33,107.1,1670.81
2021-09-01,5261.51,5279.38,5035.85,5119.3,119.93,1862.46
2021-09-02,5087.72,5261.04,5087.71,5261.04,102.65,1571.25
2021-09-03,5256.0,5302.06,5106.83,5146.76,114.49,1773.96
2021-09-06,5140.44,5187.09,5039.94,5182.16,92.29,1425.17
2021-09-07,5202.79,5397.06,5192.83,5396.65,105.61,1682.34
2021-09-08,5396.81,5482.45,5387.53,5461.69,115.8,1785.38
2021-09-09,5469.95,5519.01,5437.49,5495.65,113.15,1705.61
2021-09-10,5495.98,5523.05,5428.26,5505.51,109.87,1724.55
2021-09-13,5536.13,5687.45,5528.93,5687.45,117.84,1960.48
2021-09-14,5673.35,5797.94,5590.96,5682.01,130.6,2178.2
2021-09-15,5666.82,5771.88,5666.76,5771.83,121.82,2022.13
2021-09-16,5820.14,5882.39,5667.22,5667.22,148.05,2399.55
2021-09-17,5626.52,5775.88,5511.69,5659.47,126.85,2041.89
2021-09-22,5603.62,5685.52,5583.53,5685.52,107.41,1665.85
2021-09-23,5740.81,5743.84,5563.64,5569.88,120.91,1864.45
2021-09-24,5541.22,5541.22,5363.47,5370.45,112.81,1741.67
2021-09-27,5370.26,5370.26,5066.5,5130.28,106.09,1587.2
2021-09-28,5125.58,5172.13,5093.45,5098.38,75.75,1127.46
2021-09-29,5050.2,5076.27,4886.4,4888.0,84.94,1231.13
2021-09-30,4920.57,5047.17,4919.16,5039.58,66.68,1043.1
2021-10-11,5004.78,5019.65,4906.53,4974.53,64.72,986.67
2021-10-12,4964.96,4974.65,4779.98,4843.66,71.38,1057.02
2021-10-13,4843.16,4866.6,4775.82,4859.02,64.35,929.2
2021-10-14,4835.4,4897.21,4805.5,4878.07,56.28,852.13
2021-10-15,4863.04,4920.76,4812.94,4903.81,61.29,982.94
2021-10-18,4909.97,5015.42,4894.38,5015.42,64.87,1032.03
2021-10-19,5006.8,5075.05,4998.25,5073.25,68.11,1085.4
2021-10-20,5022.16,5143.51,4999.51,5098.35,70.92,1214.76
2021-10-21,5109.39,5164.34,5101.9,5129.6,77.0,1274.77
2021-10-25,5065.52,5176.0,5065.51,5175.13,70.99,1216.1
2021-10-26,5214.42,5220.56,5128.06,5143.58,77.07,1327.18
2021-10-27,5133.46,5175.49,5105.04,5147.45,74.8,1332.0
2021-10-28,5136.93,5150.02,4958.25,4976.92,82.65,1367.76
2021-10-29,4997.16,5034.73,4937.9,5021.18,70.34,1236.03
2021-11-01,5014.9,5059.85,4970.19,5023.04,70.53,1232.59
2021-11-02,5026.68,5035.26,4857.11,4908.52,80.95,1293.72
2021-11-03,4887.17,4899.32,4824.54,4887.7,58.84,975.71
2021-11-04,4904.02,4947.08,4892.01,4908.69,60.59,1094.49
2021-11-05,4900.39,4900.47,4743.03,4743.03,73.0,1212.66
2021-11-08,4737.4,4818.52,4737.4,4810.99,58.26,993.54
2021-11-09,4823.75,4863.52,4807.26,4863.52,60.56,1038.92
2021-11-10,4847.28,4847.33,4729.34,4818.96,63.92,1091.74
2021-11-11,4818.54,4862.1,4811.62,4857.67,64.43,1073.08
2021-11-12,4855.83,4893.99,4854.06,4882.08,64.02,1057.76
2021-11-15,4876.74,4876.74,4770.16,4798.25,66.76,1067.82
2021-11-16,4790.34,4805.65,4729.83,4735.5,65.4,1001.63
2021-11-17,4745.21,4824.05,4745.14,4824.02,59.69,934.5
2021-11-18,4825.55,4873.1,4794.84,4833.89,71.72,1117.97
2021-11-19,4833.47,4894.33,4818.79,4890.49,75.84,1128.5
2021-11-22,4904.2,4995.61,4904.17,4995.61,79.89,1296.71
2021-11-23,4989.76,5004.0,4964.73,4976.51,70.47,1148.65
2021-11-24,4977.23,4986.38,4925.2,4936.24,62.69,995.01
2021-11-25,4933.55,4936.32,4909.95,4926.71,57.22,903.64
2021-11-26,4917.02,4984.79,4911.87,4963.34,60.84,1010.87
2021-11-29,4876.29,4983.1,4876.29,4982.86,64.65,1071.08
2021-11-30,4995.52,5035.31,4966.86,5003.66,71.07,1181.15
2021-12-01,4999.73,5039.18,4971.91,5036.5,76.74,1199.36
2021-12-02,5032.73,5053.65,4997.59,5005.35,75.06,1142.0
2021-12-03,5001.98,5017.11,4953.92,5011.65,68.09,1015.12
2021-12-06,5005.06,5043.56,4980.16,4983.58,76.06,1115.25
2021-12-07,5007.18,5012.66,4873.0,4909.93,74.99,1123.6
2021-12-08,4927.64,4996.18,4927.58,4996.18,66.2,989.83
2021-12-09,4990.16,4997.47,4960.06,4985.79,65.5,967.22
2021-12-10,4968.56,5032.88,4964.51,5032.63,64.97,1056.2
2021-12-13,5068.77,5120.01,5068.77,5098.16,55.24,855.87
2021-12-14,5091.73,5092.93,5050.14,5063.37,52.26,773.0
2021-12-15,5063.28,5084.04,5015.02,5020.61,47.66,678.52
2021-12-16,5028.22,5066.93,5021.97,5066.93,49.13,644.13
2021-12-17,5061.76,5071.25,4999.91,4999.91,51.03,659.1
2021-12-20,4982.31,4997.55,4894.92,4898.39,51.41,686.54
2021-12-21,4889.17,4930.16,4877.8,4929.59,38.63,520.94
2021-12-22,4938.5,4982.77,4932.77,4975.05,44.44,573.99
2021-12-23,4983.22,4985.46,4961.03,4973.88,45.02,575.59
2021-12-24,4978.69,4978.73,4850.75,4851.98,48.42,628.96
2021-12-27,4851.88,4900.66,4839.06,4882.64,38.48,503.35
2021-12-28,4890.6,4960.06,4890.59,4959.13,41.56,599.96
2021-12-29,4961.9,5021.83,4958.45,4977.67,43.96,628.58
2021-12-30,4978.4,4985.11,4963.45,4963.93,39.13,551.98
2021-12-31,4975.57,5011.95,4969.23,5006.44,38.98,566.78
2022-01-04,5030.97,5036.04,4934.32,4966.0,48.65,671.2
2022-01-05,4954.68,4954.69,4852.0,4880.07,46.93,628.93
2022-01-06,4866.31,4941.57,4862.96,4923.3,44.25,614.3
2022-01-07,4919.78,4919.85,4838.72,4838.72,46.13,631.18
2022-01-10,4840.19,4881.71,4831.95,4872.56,38.04,535.14
2022-01-11,4875.28,4907.61,4850.86,4860.15,47.93,658.21
2022-01-12,4881.8,4935.74,4870.46,4935.74,44.26,628.84
2022-01-13,4935.56,4935.56,4841.86,4842.13,49.8,622.5
2022-01-14,4825.47,4872.01,4806.01,4836.19,51.59,619.46
2022-01-17,4835.01,4870.8,4821.65,4870.71,42.25,511.37
2022-01-18,4876.68,4885.9,4854.76,4866.76,43.83,552.46
2022-01-19,4852.35,4852.35,4763.49,4787.76,37.6,506.94
2022-01-20,4782.37,4820.09,4669.63,4673.36,42.58,568.08
2022-01-21,4672.56,4674.71,4613.3,4627.29,33.95,450.25
2022-01-24,4607.9,4687.68,4583.27,4666.71,31.43,440.21
2022-01-25,4647.34,4682.5,4525.37,4525.37,38.28,492.59
2022-01-26,4547.61,4585.33,4516.85,4572.08,30.26,397.19
2022-01-27,4573.9,4588.39,4482.08,4482.08,32.14,411.97
2022-01-28,4511.39,4526.69,4405.92,4476.27,32.64,412.54
2022-02-07,4536.89,4575.56,4536.63,4570.28,35.93,449.28
2022-02-08,4566.85,4613.33,4509.24,4613.33,37.64,474.89
2022-02-09,4612.27,4680.59,4597.28,4676.47,38.76,494.2
2022-02-10,4681.17,4728.49,4673.16,4699.91,43.94,543.77
2022-02-11,4681.94,4732.42,4649.91,4652.51,45.61,610.53
2022-02-14,4626.96,4713.71,4626.96,4646.73,37.87,517.36
2022-02-15,4654.3,4666.92,4620.79,4662.23,34.28,480.1
2022-02-16,4691.69,4733.53,4687.62,4723.39,36.67,544.82
2022-02-17,4727.4,4808.03,4715.61,4784.96,48.69,723.23
2022-02-18,4751.11,4799.6,4743.84,4799.6,41.03,577.44
2022-02-21,4799.73,4818.31,4771.73,4818.31,39.94,585.23
2022-02-22,4803.59,4825.68,4760.47,4825.68,43.9,654.27
2022-02-23,4842.2,4943.54,4842.03,4941.9,54.08,854.85
2022-02-24,4919.6,4976.75,4768.57,4837.97,71.23,1075.14
2022-02-25,4882.18,4929.34,4859.65,4870.02,47.77,734.32
2022-02-28,4873.6,4914.01,4822.19,4910.85,45.54,717.1
2022-03-01,4916.68,4921.77,4840.63,4878.3,43.68,725.69
2022-03-02,4865.29,4889.06,4840.87,4880.99,42.64,644.99
2022-03-04,4853.59,4865.42,4768.5,4781.87,49.62,705.62
2022-03-07,4779.59,4797.94,4683.76,4704.42,48.64,692.2
2022-03-08,4697.15,4705.33,4499.14,4528.3,52.06,745.82
2022-03-09,4550.19,4560.23,4256.11,4438.28,56.07,740.44
2022-03-10,4544.61,4588.69,4516.53,4553.16,52.03,740.31
2022-03-11,4498.5,4585.9,4442.75,4576.49,48.73,709.46
2022-03-14,4536.87,4570.15,4468.33,4468.33,41.79,597.94
2022-03-15,4431.1,4438.76,4229.73,4229.73,51.73,661.59
2022-03-16,4310.33,4364.92,4121.98,4353.65,53.19,720.74
2022-03-17,4400.41,4480.75,4393.85,4398.92,51.75,766.56
2022-03-18,4385.11,4457.23,4374.08,4447.08,41.35,565.65
2022-03-21,4452.8,4512.17,4434.94,4488.44,45.09,614.03
2022-03-22,4481.4,4500.48,4457.48,4471.09,41.11,585.03
2022-03-24,4480.42,4536.96,4446.28,4510.26,43.46,638.61
2022-03-25,4506.49,4545.73,4470.07,4470.75,46.88,687.26
2022-03-28,4442.97,4478.04,4375.11,4441.44,42.28,621.56
2022-03-29,4447.75,4499.72,4432.75,4469.9,49.34,695.73
2022-03-30,4474.61,4534.6,4465.43,4534.6,45.74,648.16
2022-04-01,4426.65,4505.01,4423.19,4492.09,42.31,612.4
2022-04-06,4481.36,4495.41,4450.05,4493.7,38.53,550.58
2022-04-07,4476.31,4521.74,4466.76,4466.76,45.13,667.59
2022-04-08,4465.42,4559.49,4445.79,4536.6,55.16,815.34
2022-04-11,4522.7,4522.83,4409.36,4427.35,54.44,751.47
2022-04-12,4409.66,4424.48,4342.15,4421.91,48.7,642.24
2022-04-13,4397.53,4426.72,4363.69,4364.35,46.8,625.94
2022-04-15,4405.44,4410.2,4336.78,4343.99,57.85,723.97
2022-04-18,4312.65,4359.87,4268.93,4339.01,41.61,522.49
2022-04-19,4346.23,4405.57,4346.23,4405.31,44.62,592.83
2022-04-20,4405.26,4405.26,4288.28,4309.55,49.58,608.15
2022-04-21,4284.43,4293.42,4098.49,4109.23,51.12,610.03
2022-04-22,4077.87,4115.4,4021.19,4075.46,39.3,469.2
2022-04-25,4002.92,4002.95,3762.07,3762.07,48.4,554.32
2022-04-26,3754.0,3774.88,3616.72,3629.16,46.31,522.86
2022-04-27,3579.74,3811.51,3579.32,3811.34,48.91,558.13
2022-04-28,3795.53,3855.98,3758.2,3803.54,40.98,517.16
2022-04-29,3824.2,3934.07,3800.85,3921.87,44.64,519.51
2022-05-06,3934.2,4022.87,3920.58,3966.32,37.66,475.62
2022-05-10,3939.69,4022.96,3926.19,4019.06,36.31,454.19
2022-05-11,4024.72,4155.88,4024.62,4065.98,46.81,618.9
2022-05-12,4043.7,4088.22,4020.21,4060.74,35.74,459.26
2022-05-13,4083.54,4120.39,4060.49,4089.8,34.68,437.81
2022-05-16,4118.21,4183.71,4117.5,4134.66,40.37,511.82
2022-05-17,4137.38,4171.78,4108.85,4171.78,36.91,487.76
2022-05-18,4172.21,4193.74,4145.5,4160.56,33.73,454.41
2022-05-19,4097.71,4191.19,4096.45,4191.19,39.09,507.34
2022-05-20,4210.98,4266.07,4203.88,4264.3,43.48,582.63
2022-05-23,4269.2,4340.27,4265.18,4339.94,41.48,587.69
